Date / Time	City	State	Shape	Duration	Summary	Posted
5/28/21 02:30	Pine	AZ	Changing	1-2 hrs	The sighting was approximately 4 hours after the first sighting, I experienced earlier that evening, in New Mexico. I was on my way tow	7/31/21
5/22/21 21:43	Lake Havasu coty	AZ	Disk	10 minutes	Spinning lights on disk above lake havasu city az	7/31/21
5/22/21 10:30	Yuma	AZ	Disk	5-10 minutes	Weird sighting	7/31/21
5/22/21 00:00	Scottsdale	AZ	Circle	Hour	UFO sighting, it was large, had multiple lights moving around in a circular motion.	8/16/21
5/21/21 07:15	Scottsdale	AZ	Light	:10	I saw a single object this morning. Was a bright silver light. Sun was out. Seemed to be picking up speed to the north and then disappe	7/31/21
5/8/21 20:05	Concho	AZ	Light	5 minutes	Lights over Northeastern AZ	5/20/21
5/6/21 21:00	West Valley/Phoenix/Glendale	AZ	Disk	20 minutes	odd light formation ((Starlink satellites??))	5/20/21
5/5/21 21:30	Williams	AZ	Formation	1 minute	Very long, straight craft with string of bright lights on it seen moving slowly in night sky near Williams Arizona.	5/20/21
5/5/21 21:17	Show Low	AZ	

MADAR Node 74	7/31/21
5/5/21 21:04	Chino Valley	AZ	Circle	1 minute	String of approximately 10 circular lights moving in one direction overhead very slowly disappearing one at a time	5/20/21
5/5/21 21:00	Tucson	AZ	Circle	5 minutes	30 plus white circular objects in linear flight in Tucson, AZ sky. ((Starlink satellites??))	5/20/21
5/5/21 21:00	Cordes Lakes	AZ	Circle	15 minutes	Single file streaming like abarmada aprox 200 as we 4 watched amazed calling to the nebors to come see. As a friend pulled up he also	5/20/21
5/5/21 20:30	Buckeye	AZ	Oval	5 minutes	9 yellow orbs float overhead before space x satellites appear.	5/20/21
5/5/21 09:15	Kingman	AZ	Formation	5 minutes	see above statement.	5/20/21
5/5/21	Willcox	AZ	Light	20 minutes	A series of lights moving in a line through the NW sky slow and low. No noise, evenly spaced, White light.	5/20/21
4/30/21 19:42	Cottonwood	AZ	Light	3 days in a row about 1 m	The past 3 nights my husband and I have seen between an orange to a red glow light that appears moving erratically then disappears and	5/20/21
4/29/21 22:00	Flagstaff	AZ	Sphere	10 seconds	Super bright yellow object... Pointed it out to my friend, me and him were staring at it and it instantly disappeared	5/20/21
4/28/21 21:20	Organ Pipe National Monument	AZ	Light	5-10 seconds	a pair of unknown orange glowing lights came on three times in the night sky	7/31/21
4/25/21 19:05	Show Low	AZ	

MADAR Node 74	5/20/21
4/24/21 22:00	Phoenix	AZ	Sphere	8 minutes	6 objects. Round. Bright as full moon. Size of seeing venus but larger. Moving west to east. 4 in a diamond formation with two followin	5/20/21
4/23/21 01:40	Star Valley	AZ	

MADAR Node 53	5/20/21
4/22/21 16:58	Kingman	AZ	Disk	7 seconds	Small silver/white disk shaped object traveling in excess of 2-300 mph south of Kingman AZ	5/20/21
4/22/21 10:00	Surprise	AZ	Egg	1 hour	I can go or send anyone at anytime to this area and they will get proof because I believe this is a base and if anyone observes then su	5/20/21
4/21/21 04:30	Payson	AZ	Light	10 minutes	Bright light moving slowly across the sky	4/23/21
4/16/21 11:32	Tucson	AZ	Disk	1/500 second	Unknown fast object appears in down-loaded photo	5/20/21
4/15/21 02:00	Tucson	AZ	Unknown	30 seconds	I stepped outside for a smoke. It was absolutely quiet and I spotted something moving above me what seemed translucent like a cloaking	4/23/21
4/10/21 21:40	Tucson	AZ	Chevron	4-6 seconds	A soft white couple of opposing chevrons flew silently over.	4/23/21
4/7/21 21:00	Yucca	AZ	Other	
Flying string ray shaped object over my car about 5 to 6 feet above my passenger windshield as if they were looking over me.	12/19/21
4/6/21 01:00	Surprise	AZ	Light	hours	The light has been moving erratically for weeks	4/23/21
4/4/21 20:15	Peoria	AZ	Light	4 minutes	Bright craft light sighting in Peoria, AZ	4/23/21
3/28/21 21:01	Phoenix	AZ	Light	30-45 seconds	I was traveling in my car and looked over and seen a blue light/object in the sky traveling quickly from south to north. Once I stopped	3/31/21
3/25/21 19:45	Peoria	AZ	Cigar	2 minutes	Large cigar shaped, low flying craft with solid lights spotted in Peoria, AZ	4/23/21
3/25/21 19:40	Peoria	AZ	Cigar	1 minute	Update to Peoria report 03/25/2021	4/23/21
3/25/21 19:40	Peoria	AZ	Cigar	1 minute	Large object with multiple white lights- Peoria Az	3/31/21
3/20/21 20:15	Wikiup	AZ	Fireball	35-40 minutes	Several red fireball lights, fading in and out of view on the horizon, with occasional white explosive lights.	3/31/21
3/19/21 22:38	Scottsdale	AZ	Light	1	High Speed Light in sky SW of North Scottsdale, AZ.	3/31/21
3/16/21 02:22	Peoria	AZ	Disk	2 minutes	Disk with bright lights going around it moving erratically and fast!	4/23/21
3/15/21 21:15	Picacho	AZ	Fireball	8 minutes	3 orange fireball shapes floated over Picacho Arizona	3/31/21
3/5/21 12:28	Star Valley	AZ	

MADAR Node 53	3/31/21
3/5/21 04:09	Show Low	AZ	

MADAR Node 74	3/31/21
3/1/21 17:01	Phoenix	AZ	Cylinder	2 seconds	Long cyndrical object seen March 1 @ 17:01 on AA475 exactly same as Feb 21 sighting on AA2292	3/2/21
2/28/21 22:00	Joseph City	AZ	Disk	5 seconds	Bright disc descended behind flying rock mountain	3/2/21
2/26/21 16:08	Tucson	AZ	Cylinder	Idk	Never saw them with my own 2 eyes. I was trying to catch the sky. They clouds looked like living DNA webbing the sky and the sun was pr	3/2/21
2/26/21 07:00	Tucson	AZ	Other	30 minutes	On 2/26/21 I saw what looked like 2 suns coming up. I am not sure if it is reflection or real. The same day as the UFO sighting I captu	3/2/21
2/23/21 21:30	Cave Creek	AZ	Circle	5 minutes	No noise, just gone	3/2/21
2/21/21 00:00	Holbrook (north of)	AZ	Light	5 seconds	Light traveling extremely fast	3/2/21
2/19/21 06:20	Phoenix	AZ	Light	8 sec	Single strand of about 25 silent objects flying in SW direction very close together .	3/2/21
2/19/21 04:40	Surprise	AZ	Light	4 minutes	String of lights	3/2/21
2/12/21 06:09	Strawberry	AZ	Circle	2 minutes	Bright white lights in a curved line like a rainbow moving at a steady speed from the N, downward to the SE.((Starlink satellites??))	3/2/21
2/12/21 06:05	Prescott	AZ	Formation	3 minutes	String of &quot;stars&quot; travelling East at 0605 in Prescott, AZ. (Sstarlink satellites??))	3/2/21
2/10/21 22:20	Douglas	AZ	Formation	60 minutes	Two different sightings in SE Arizona on same evening	3/2/21
2/6/21 19:00	Tramonto	AZ	Fireball	8 minutes	5 glowing fireballs - danced in formation, hovered , vanished from eye sight in 2 seconds. Tramonto Arizona evening	3/2/21
2/5/21 21:00	Casa Grande	AZ	Formation	1 hour	Seen 2 bright lights in the sky shortly after there were 4 more they seemed to come towards the ground but did not land. I saw them ye	3/2/21
2/5/21 18:50	Tucson	AZ	Light	2 minutes	Bight white object at orbital altitude, slowly moving, became gradually much smaller in size dimming to deep red disappeared .	3/2/21
1/28/21 18:58	Tucson	AZ	Formation	30-60 Seconds	Horizonal plane of 3-5 orbs flying in a group, or singular craft. Orange/whitish glow in color.	3/2/21
1/27/21 18:30	Buckeye	AZ	Fireball	~1 hour	Orange glowing lights in the Estrella mountains	3/2/21
1/26/21 11:45	Coolidge	AZ	Sphere	15 seconds	Was driving home south bound on highway 287 with female companion in the passenger seat. At about 11:45pm she and I notice this orange	3/2/21
1/24/21 20:35	Star Valley	AZ	

MADAR Node 53	3/2/21
1/20/21 14:48	Star Valley	AZ	

MADAR Node 53	3/2/21
1/19/21 17:40	Mesa	AZ	Sphere	3 minutes	A sphere shaped object with aura at sunset	3/2/21
1/18/21 23:15	Glendale	AZ	Disk	30-60 seconds	On 1/18/21 at approx 23:15 hours in Glendale, AZ, I was driving home from work when I noticed a large object hovering in front of me to	1/19/21
1/16/21 10:53	Star Valley	AZ	

MADAR Node 53	3/2/21
1/13/21 04:20	Show Low	AZ	

MADAR Node 74	3/2/21
1/12/21 19:00	Tempe	AZ	Light	Seconds	White/blue Orbs around 8-12 total two vertical rows motionless 4-6 orbs each row each orb seemed around 1/3 size of an airliner.	1/19/21
1/6/21 17:08	Phoenix	AZ	Changing	15 minutes	Slowly moving object in sky. Either rotating or changing shape. Reflectivity changed second to second.	1/19/21
1/4/21 06:17	Safford	AZ	Fireball	1-3 seconds	Fireball seen over Safford Mine	1/19/21
1/2/21 18:28	Tucson	AZ	Light	1 minute	Orange erratic light over Tucson	1/19/21
1/1/21 20:22	Star Valley	AZ	

MADAR Node 53	1/19/21
1/1/21 00:10	Tucson	AZ	Formation	10 min	Five of us watched a formation of about 40+ sparkling objects fade in and out below the moon for about 10 minutes.	1/19/21
1/1/21 00:00	Tempe	AZ	Sphere	18 Minutes	Six orange/red orbs one by one flew over Tempe AZ new years eve 2020 over 18 min from low altitude to disappearing into space	1/19/21
1/1/21 00:00	PHOENIX	AZ	Circle	8 min	low flying circular red shapes were seen during the fireworks by Tempe Town lake at midnight. one at a time the objects appeared one af	1/19/21
12/31/20 21:00	Tempe	AZ	Oval	40 seconds	orange light traveling east then slows, turns north and stops. 20 seconds later fades out	1/19/21
12/31/20 19:31	Florence	AZ	Sphere	4 minutes	Glowing Sphere over roof tops at Merrill Ranch in Florence AZ	1/19/21
12/31/20 17:40	Surprise	AZ	Cigar	1.22	White glowing tictac or cigar shaped craft spinning completely silent heading north in the surprise AZ sky	3/2/21
12/21/20 23:15	Salome	AZ	Light	10 seconds	White light duplicating itself in a pattern	1/19/21
12/21/20 19:00	Quartzite	AZ	Triangle	3 minutes	Two sets of three Red Lights in Western sky that appeared and disappeared 10-15° above the Horizon.	12/23/20
12/20/20 03:24	Star Valley	AZ	

MADAR Node 53	1/19/21
12/19/20 04:51	Star Valley	AZ	

MADAR Node 53	1/19/21
12/18/20 11:45	Phoenix	AZ	Sphere	15 minutes	Bubble lights	12/23/20
12/15/20 20:00	Pearce	AZ	Light	3 hours	Strange lights over several hous.	12/23/20
12/15/20 18:25	Green Valley	AZ	Sphere	5 minutes	3 bright Spheres in a line north to south	12/23/20
12/13/20 23:22	Show Low	AZ	

MADAR Node 74	1/19/21
12/12/20 21:01	Star Valley	AZ	

MADAR Node 53	1/19/21
12/12/20 16:50	Tucson	AZ	Light	5 min	Seen at first as a stationary single point of bright red light, against blue sky, then as changing colors of red, white and black	12/23/20
12/10/20 04:13	Star Valley	AZ	

MADAR Node 53	1/19/21
12/9/20 00:00	Tucson	AZ	Light	1 hour	A series of unusual lights seen in the Southern skies of Tucson	12/23/20
12/9/20 10:19	Show Low	AZ	

MADAR Node 74	1/19/21
12/8/20 18:30	Nogales	AZ	Light	3-5m minutes	Flickering light stops in mid air and starts to shine really bright and ultimately disappears.	12/23/20
12/5/20 22:30	Tucson	AZ	Circle	About a minute	Glowing balls	12/23/20
12/5/20 22:02	Kingman	AZ	Cigar	10 min	2 red orbs , followed by i bright orange,creeping across sky,evenly spaced	12/23/20
12/3/20 19:45	Gilbert	AZ	Formation	5 min	Walking on golf course in Seville neighborhood, formation of lights going in circular rotation, too lights disappearing although no clo	12/23/20
12/3/20 18:42	Phoenix	AZ	Formation	15 seconds	4 perfectly spaced white lights, traveling slowly, until the lights disappear 1 by 1.	12/23/20
12/2/20 18:45	Tucson	AZ	Light	two minutes	Steady line of small lights travelling west to east in Tucson approximately 18:45 December 2, 2020	12/23/20
11/27/20 19:00	Mesa	AZ	Disk	
I saw about 10 or so glowing objects in the sky on my way home driving in my car. I stopped to take a look.	12/19/21
11/25/20 06:17	Tucson	AZ	Formation	2 minutes	At this time I went outside with my dogs and I looked at the sky when I saw a weird light formation along the sky looked like a tail of	12/23/20
11/25/20 06:16	Phoenix	AZ	Cigar	5 minutes	Phoenix UFO near sky harbor	12/23/20
11/25/20 05:30	Boneta	AZ	Formation	5 mins	Large string of lights in formation traveling north to south, above above the mountain range ((Starlink satellites??))	12/23/20
11/24/20 04:30	Apache Junction	AZ	Disk	2 seconds	White glowing disc flying west to east.	12/23/20
11/18/20 17:37	BULLHEAD CITY	AZ	Disk	11 minutes	10 objects seen in picture of plane.	12/23/20
11/18/20 07:27	Phoenix	AZ	Light	2 minutes	While driving saw a bright red flash. A light appeared to be moving with our vehicle. We couldn’t identify it. After we arrived at home	12/23/20
11/12/20 19:35	Tucson	AZ	Formation	1-3 minutes	Red/orange lights lined up in formation high above Tucson AZ	12/23/20
11/12/20 19:00	Phoenix	AZ	Light	5 minutes	Star-like object moving across sky, swerving side to side.	12/23/20
11/11/20 06:15	Cottonwood	AZ	Light	15 minutes	At approx 6:15 am I was getting off work when I witnessed a large orange light going very fast in Northern direction by verde valley me	12/23/20
11/10/20 19:43	Williams	AZ	Oval	30 seconds	With a group of 5 people star watching in Williams, Arizona. We tracked two satellites and saw two shooting stars, when we noticed dire	12/23/20
11/5/20 09:07	Star Valley	AZ	

MADAR Node 53	12/23/20
11/4/20 20:55	Kingman	AZ	Circle	5 seconds	Fighter jet chasing ufo	12/23/20
11/4/20 08:30	San Tan Valley	AZ	Triangle	5 minutes	I was driving down hunt highway, by chevron and barros, when we looked in the sky there were 3 lights high up in the air, 10 seconds la	12/23/20
11/3/20 12:29	Star Valley	AZ	

MADAR Node 53	12/23/20
10/30/20 13:55	Star Valley	AZ	

MADAR Node 53	12/23/20
10/28/20 20:00	Heber	AZ	Unknown	15 seconds	10/28/2020 Heber, AZ. Cigar. 15 seconds. Craft moving 3 times faster than fighter jet with 2 amber lights.	12/23/20
10/28/20 19:30	Highway 87	AZ	Formation	5 minutes	Red blinking lights fly into Superstition Mountains.	12/23/20
10/21/20 09:52	Star Valley	AZ	

MADAR Node 53	12/23/20
10/19/20 07:35	Phoenix	AZ	Sphere	90 seconds	I snapped photos in succession and 3 out of 9 of them have this ORB in them.	12/23/20
10/18/20 21:30	Phoenix	AZ	Circle	2 minutes	No man made air craft could move at these speeds and be that quite	12/23/20
10/16/20 09:25	Phoenix	AZ	Sphere	30 seconds	Two spheres flew around and interacted	12/23/20
10/12/20 09:33	Tucson	AZ	Sphere	1-2 minutes	Saw an orange sphere moving Southwest over Tucson south side. Moving not fast but quicker than a plane. Slowly faded out not to be seen	12/23/20
10/7/20 03:14	Star Valley	AZ	

MADAR Node 53	12/23/20
10/6/20 19:13	Clifton	AZ	Light	90 seconds	Bright solid white light executes 90 degree turn then disappears	12/23/20
10/5/20 01:25	Tucson	AZ	Light	15 seconds	Saw two red/orange dots rising to the southeast; they weren't blinking like a plane, just slowly rising.	11/5/20
10/4/20 22:15	Tempe	AZ	Light	6 minutes	UFO Sighting in Phoenix Metro area in the vicinity of Sky Harbor International Airport	11/5/20
10/4/20 01:00	Tempe	AZ	Oval	15 minutes	A round oval shaped like Traveling north south east west circular Flashing lights rotated Red Blue White I felt an energy as it drew c	11/5/20
9/30/20 20:00	Amado (Elephant Head)	AZ	Changing	20 minutes	Orange and blue smoke like objests over Elephant Head Az.	11/5/20
9/30/20 03:30	North Phoenix	AZ	Flash	14 minutes	I was finishing up working on my wife car when I notice Two white lights in the sky right next to each other. I ran inside to get my wi	11/5/20
9/27/20 02:50	Tucson (North of; Pima Co.)	AZ	Sphere	15 minutes	Pulsing white light Spherical object	11/5/20
9/27/20 01:20	Scottsdale/Fountain Hills	AZ	Changing	5 minutes+	Saw what seemed to be a regular aircraft, but turned out to be a physics defying encounter.	11/5/20
9/25/20 22:30	Fountain Hills	AZ	Light	20 minutes	rotating colored light on a mountain top	11/5/20
9/24/20 08:37	Scottsdale	AZ	Disk	20 seconds	UFO spotted north of Scottsdale Airpark Sept 24, 8:37AM. White tic-tac shaped UFO stationary, then moves at incredible speed.	12/23/20
9/22/20 21:20	Cave Creek	AZ	Circle	10 minutes	Ufo spotted just before storm	11/5/20
9/16/20 20:15	Tucson	AZ	Rectangle	3 minutes	Three rectangular brilliant orange non-blinking silent crafts flew over my house.	11/5/20
9/14/20 22:40	Tempe	AZ	Light	Few seconds	Flash of blue/green light falling over Tempe	11/5/20
9/14/20 19:00	Phoenix	AZ	Circle	5 minutes	Bright object moved quickly, stopped and hovered without sound	11/5/20
9/12/20 22:55	Anthem	AZ	Changing	2 minutes	Circular Red/White Light Doing Acrobatics In the Air	11/5/20
9/8/20 11:00	Queen Creek	AZ	Other	Still	Bright orange colored object in the sky, still there and has been circling and going back and forth for over two hours now. Just northw	11/5/20
9/3/20 05:10	Lake Havasu City	AZ	Light	2 seconds	satellite and bright light (star) intersect	11/5/20
8/29/20 03:15	Mesa	AZ	Oval	3 seconds	Sitting on my balcony looking into the NE sky I saw what appeared to be a shooting star, with no contrail, it was far off, but travelin	9/4/20
8/20/20 05:30	Topock	AZ	Oval	5 minutes	Dark oval object flashing in the sky.	8/27/20
8/16/20 03:14	Star Valley	AZ	

MADAR Node 53	8/27/20
8/14/20 20:35	Tempe	AZ	Triangle	1 minute +/-	Three bright lights in the eastern sky at 2035 local forming a perfect point to point triangle.	8/20/20
8/12/20 21:12	Tucson	AZ	Rectangle	3 minutes	Red Triangle formation over Tucson	9/4/20
8/5/20 04:33	Pheonix	AZ	Triangle	3 seconds	Three unmistakable lights moving at a speed that i cannot imagine.All in the form of a triangle.Appeared to be connected by a common si	8/6/20
8/4/20 20:30	Mesa	AZ	Circle	2 minutes	I observed a white ball of light flying from the West sky towards the East it crossed paths with a passenger plane where it paused and	8/6/20
8/1/20 19:16	Mesa	AZ	Disk	1 minute	I was walking back to a residence from a fast-food place on Mesa Drive and Southern, and as I passed a line of two story townhomes, fro	8/6/20
7/30/20 20:00	Prescott Valley	AZ	Diamond	45 minutes	Large, hovering star like object.	8/6/20
7/30/20 19:45	Prescott Valley	AZ	Fireball	~15 minutes	It looked like hazy planet or sphere, at first glance I thought the sun was shinning off it, but this did not move.	8/20/20
7/28/20 21:40	Maricopa	AZ	Formation	20 seconds	Orange spherical light came on about 1 mile out and 1/2 up then 3 spheres appeared simultaneously to the left and the right of the cent	7/31/20
7/28/20 06:15	Prescott Valley	AZ	Fireball	40	glowing ball of fire that changed shape	8/6/20
7/24/20 07:15	Phoenix	AZ	

MADAR Node 96	7/31/20
7/23/20 19:30	Tonopah	AZ	Fireball	1 minute	Tonopah Arizona lights	8/27/20
7/23/20 19:30	Tonopah	AZ	Fireball	1 minute	Tonopah Arizona lights.	8/20/20
7/21/20 19:45	Kingman	AZ	Circle	2-3 seconds	Translucent object no sound	7/31/20
7/15/20 00:32	San Tan Valley	AZ	Changing	several hours	Multiple crafts moving independently as well as in formation visible to the southwest.	7/23/20
7/14/20	Lakeside	AZ	Light	5 minutes	Bright orb with no blinking lights or sound	7/23/20
7/13/20 21:00	Mesa	AZ	Disk	2 hours	appear to be many ufo ships in Mesa Arizona	7/23/20
7/11/20 20:18	Phoenix	AZ	Oval	10 seconds	Walked outside to take out trash and looked south in the sky. A bullet shaped craft was traveling from east to west with a blue/purple	7/23/20
7/11/20 20:15	Phoenix	AZ	Fireball	10 seconds	Blue/green small round fireball with red tail of light coming out from behind. Flew very fast east to west over the I17 freeway then ab	7/23/20
7/11/20 00:30	San Tan Valley	AZ	Changing	several hours	Significant number of objects seen interacting with each other, visible to the southwest of San Tan Valley, az	7/23/20
7/8/20 05:09	Bagdad	AZ	Light	15 minutes	The sun was about to come out so it was light out side	7/9/20
7/4/20 21:07	Goodyear	AZ	Light	1 minute	Independence Day UFO sighting in Goodyear, Arizona.	7/23/20
7/2/20 15:23	Corona de Tucson	AZ	Disk	1 minutes	Orange looking saucer shaped object in Thunderstorm/Monsoon.	7/9/20
6/28/20 00:02	Star Valley	AZ	

MADAR Node 53	7/3/20
6/25/20 04:30	Tucson	AZ	Sphere	25 seconds	Very bright spherical UFO over Tucson.	7/3/20
6/24/20 20:47	Chino Valley	AZ	Formation	2 minutes	3 lights in evening sky. One fades away and other two fly playful formation	6/25/20
6/23/20 21:30	Tucson	AZ	Formation	30 minutes	UFO fleet made up of 46 Craft's heading south east seen flying over Tucson, Arizona. ((Starlink satellites??))	7/3/20
6/20/20 16:58	Scottsdale	AZ	Light	20 minutes	Saw one light descend and saw 20 more lights apear and fly over each other.	7/3/20
6/18/20 02:45	Nogales	AZ	Light	4 minutes	Saw 4 orange bright lights vertically aligned slowly moving from right to left, after a while they just disappeared into thin air.	12/23/20
6/17/20 21:30	Nogales	AZ	Light	1 minutes	On June 17th 2020 at approximately 2130 hours while taking a night drive to the area of Pena Blanca Lake, about 10 miles west of Nogale	6/25/20
6/14/20 04:05	Oro Valley	AZ	Circle	15 seconds	Bright lights in a row arcing in the sky.	6/25/20
6/12/20 13:46	Show Low	AZ	

MADAR Node 74	7/3/20
6/11/20 22:30	Wikieup	AZ	Light	20 seconds	Driving my 18 wheeler 15 miles south of Wikieup, AZ, headed south, I noticed to my left in the darkness a blinking light above the moun	6/25/20
6/8/20 20:56	Buckeye	AZ	Light	20 minutes	Golden Brilliant Lights appearing and dissapearing. Reoccurring sighting.	6/25/20
6/7/20 01:00	Tucson	AZ	Triangle	10 seconds	Creapy out of this world	6/25/20
6/2/20 20:38	Scottsdale	AZ	Light	5 minutes	Multiple Lights Observed in Scottsdale, AZ	5/20/21
6/2/20 12:23	Phoenix	AZ	

MADAR Node 98	7/9/20
6/2/20 10:23	Tucson	AZ	Light	2 minutes	Was outside facing the city of Tucson. 2 lights appeared to be flying over the city. After about 45 seconds, the one on the right flash	6/25/20
6/1/20 02:50	Chandlers	AZ	Oval	3 seconds	Oval shaped white &quot;lightcraft&quot;/orb seen passing above Downtown Chandler.	6/25/20
5/28/20 16:57	Star Valley	AZ	

MADAR Node 53	7/3/20
5/26/20 23:45	Marana	AZ	Circle	
Two blinking lights in a pattern with a strobe like of a circle. Moved a bit then stayed still.	6/25/20
5/26/20 07:06	Star Valley	AZ	

MADAR Node 53	7/3/20
5/25/20 12:15	Peoria	AZ	Cross	2	Clear day object appeared then disappeared	6/25/20
5/23/20 06:15	Scottsdale	AZ	Triangle	2 minutes	2 gray, silent and triangular shaped spacecraft hovering in the sky for 2 minutes on 5/23/20 at 6:15 a.m. over Carefree, AZ	6/25/20
5/23/20 03:56	Show Low	AZ	

MADAR Node 74	6/25/20
5/23/20 01:42	Star Valley	AZ	

MADAR Node 53	6/25/20
